id,user_id,"activity_name","activity_description","created_at","updated_at"
863,863,"join","Fiona joined Dating Over Meal","2011-09-05 19:11:47","2011-09-05 19:11:47"
864,864,"join","Sharon joined Dating Over Meal","2011-09-05 19:11:47","2011-09-05 19:11:47"
865,865,"join","Robyn joined Dating Over Meal","2011-09-05 19:11:47","2011-09-05 19:11:47"
866,866,"join","Anthony joined Dating Over Meal","2011-09-05 19:11:47","2011-09-05 19:11:47"
867,867,"join","Brian joined Dating Over Meal","2011-09-05 19:11:47","2011-09-05 19:11:47"
868,868,"join","Beryl joined Dating Over Meal","2011-09-05 19:11:47","2011-09-05 19:11:47"
869,869,"join","Thomas joined Dating Over Meal","2011-09-05 19:11:47","2011-09-05 19:11:47"
870,870,"join","Arthur joined Dating Over Meal","2011-09-05 19:11:48","2011-09-05 19:11:48"
871,871,"join","Lucy joined Dating Over Meal","2011-09-05 19:11:48","2011-09-05 19:11:48"
872,872,"join","Robyn joined Dating Over Meal","2011-09-05 19:11:48","2011-09-05 19:11:48"
873,873,"join","Charles joined Dating Over Meal","2011-09-05 19:11:48","2011-09-05 19:11:48"
874,874,"join","Felicity joined Dating Over Meal","2011-09-05 19:11:48","2011-09-05 19:11:48"
875,875,"join","Charlotte joined Dating Over Meal","2011-09-05 19:11:48","2011-09-05 19:11:48"
876,876,"join","Herbert joined Dating Over Meal","2011-09-05 19:11:48","2011-09-05 19:11:48"
877,877,"join","Hugh joined Dating Over Meal","2011-09-05 19:11:48","2011-09-05 19:11:48"
878,878,"join","Philip joined Dating Over Meal","2011-09-05 19:11:49","2011-09-05 19:11:49"
879,879,"join","Dorothy joined Dating Over Meal","2011-09-05 19:11:49","2011-09-05 19:11:49"
880,880,"join","Dorothy joined Dating Over Meal","2011-09-05 19:11:49","2011-09-05 19:11:49"
881,881,"join","Terry joined Dating Over Meal","2011-09-05 19:11:49","2011-09-05 19:11:49"
882,882,"join","Elizabeth joined Dating Over Meal","2011-09-05 19:11:49","2011-09-05 19:11:49"
883,883,"join","Lucy joined Dating Over Meal","2011-09-05 19:11:49","2011-09-05 19:11:49"
884,884,"join","Helen joined Dating Over Meal","2011-09-05 19:11:49","2011-09-05 19:11:49"
885,885,"join","Lisa joined Dating Over Meal","2011-09-05 19:11:50","2011-09-05 19:11:50"
886,886,"join","Adam joined Dating Over Meal","2011-09-05 19:11:50","2011-09-05 19:11:50"
887,887,"join","Sarah joined Dating Over Meal","2011-09-05 19:11:50","2011-09-05 19:11:50"
888,888,"join","Deborah joined Dating Over Meal","2011-09-05 19:11:50","2011-09-05 19:11:50"
889,889,"join","Anne joined Dating Over Meal","2011-09-05 19:11:50","2011-09-05 19:11:50"
890,890,"join","Mark joined Dating Over Meal","2011-09-05 19:11:50","2011-09-05 19:11:50"
891,891,"join","Michael joined Dating Over Meal","2011-09-05 19:11:50","2011-09-05 19:11:50"
892,892,"join","Dorothy joined Dating Over Meal","2011-09-05 19:11:50","2011-09-05 19:11:50"
893,893,"join","Felicity joined Dating Over Meal","2011-09-05 19:11:50","2011-09-05 19:11:50"
894,894,"join","James joined Dating Over Meal","2011-09-05 19:11:51","2011-09-05 19:11:51"
895,895,"join","Philip joined Dating Over Meal","2011-09-05 19:11:51","2011-09-05 19:11:51"
896,896,"join","Donna joined Dating Over Meal","2011-09-05 19:11:51","2011-09-05 19:11:51"
897,897,"join","Felicity joined Dating Over Meal","2011-09-05 19:11:51","2011-09-05 19:11:51"
898,898,"join","Sharon joined Dating Over Meal","2011-09-05 19:11:51","2011-09-05 19:11:51"
899,899,"join","Nancy joined Dating Over Meal","2011-09-05 19:11:51","2011-09-05 19:11:51"
900,900,"join","Philip joined Dating Over Meal","2011-09-05 19:11:51","2011-09-05 19:11:51"
901,901,"join","Jennifer joined Dating Over Meal","2011-09-05 19:11:51","2011-09-05 19:11:51"
902,902,"join","Diana joined Dating Over Meal","2011-09-05 19:11:52","2011-09-05 19:11:52"
903,903,"join","Susan joined Dating Over Meal","2011-09-05 19:11:52","2011-09-05 19:11:52"
904,904,"join","Linda joined Dating Over Meal","2011-09-05 19:11:52","2011-09-05 19:11:52"
905,905,"join","Anthony joined Dating Over Meal","2011-09-05 19:11:52","2011-09-05 19:11:52"
906,906,"join","Jennifer joined Dating Over Meal","2011-09-05 19:11:52","2011-09-05 19:11:52"
907,907,"join","Philip joined Dating Over Meal","2011-09-05 19:11:52","2011-09-05 19:11:52"
908,908,"join","Christopher joined Dating Over Meal","2011-09-05 19:11:52","2011-09-05 19:11:52"
909,909,"join","Kimberly joined Dating Over Meal","2011-09-05 19:11:52","2011-09-05 19:11:52"
910,910,"join","Anne joined Dating Over Meal","2011-09-05 19:11:53","2011-09-05 19:11:53"
911,911,"join","Fiona joined Dating Over Meal","2011-09-05 19:11:53","2011-09-05 19:11:53"
912,912,"join","Helen joined Dating Over Meal","2011-09-05 19:11:53","2011-09-05 19:11:53"
913,913,"join","Marcus joined Dating Over Meal","2011-09-05 19:11:53","2011-09-05 19:11:53"
914,914,"join","Karen joined Dating Over Meal","2011-09-05 19:11:53","2011-09-05 19:11:53"
915,915,"join","Joseph joined Dating Over Meal","2011-09-05 19:11:53","2011-09-05 19:11:53"
916,916,"join","Sandra joined Dating Over Meal","2011-09-05 19:11:53","2011-09-05 19:11:53"
917,917,"join","Kimberly joined Dating Over Meal","2011-09-05 19:11:53","2011-09-05 19:11:53"
918,918,"join","Deborah joined Dating Over Meal","2011-09-05 19:11:53","2011-09-05 19:11:53"
919,919,"join","Deborah joined Dating Over Meal","2011-09-05 19:11:54","2011-09-05 19:11:54"
920,920,"join","Carol joined Dating Over Meal","2011-09-05 19:11:54","2011-09-05 19:11:54"
921,921,"join","Linda joined Dating Over Meal","2011-09-05 19:11:54","2011-09-05 19:11:54"
922,922,"join","Alison joined Dating Over Meal","2011-09-05 19:11:54","2011-09-05 19:11:54"
923,923,"join","Ronald joined Dating Over Meal","2011-09-05 19:11:54","2011-09-05 19:11:54"
924,924,"join","Roger joined Dating Over Meal","2011-09-05 19:11:54","2011-09-05 19:11:54"
925,925,"join","Polly joined Dating Over Meal","2011-09-05 19:11:54","2011-09-05 19:11:54"
926,926,"join","Alison joined Dating Over Meal","2011-09-05 19:11:54","2011-09-05 19:11:54"
927,927,"join","Michael joined Dating Over Meal","2011-09-05 19:11:55","2011-09-05 19:11:55"
928,928,"join","Mary joined Dating Over Meal","2011-09-05 19:11:55","2011-09-05 19:11:55"
929,929,"join","Herbert joined Dating Over Meal","2011-09-05 19:11:55","2011-09-05 19:11:55"
930,930,"join","Paul joined Dating Over Meal","2011-09-05 19:11:55","2011-09-05 19:11:55"
931,931,"join","Terry joined Dating Over Meal","2011-09-05 19:11:55","2011-09-05 19:11:55"
932,932,"join","Sandra joined Dating Over Meal","2011-09-05 19:11:55","2011-09-05 19:11:55"
933,933,"join","Ursula joined Dating Over Meal","2011-09-05 19:11:55","2011-09-05 19:11:55"
934,934,"join","Hugh joined Dating Over Meal","2011-09-05 19:11:55","2011-09-05 19:11:55"
935,935,"join","Elizabeth joined Dating Over Meal","2011-09-05 19:11:56","2011-09-05 19:11:56"
936,936,"join","Charles joined Dating Over Meal","2011-09-05 19:11:56","2011-09-05 19:11:56"
937,937,"join","Judith joined Dating Over Meal","2011-09-05 19:11:56","2011-09-05 19:11:56"
938,938,"join","Anna joined Dating Over Meal","2011-09-05 19:11:56","2011-09-05 19:11:56"
939,939,"join","Charles joined Dating Over Meal","2011-09-05 19:11:56","2011-09-05 19:11:56"
940,940,"join","Christopher joined Dating Over Meal","2011-09-05 19:11:56","2011-09-05 19:11:56"
941,941,"join","Sarah joined Dating Over Meal","2011-09-05 19:11:56","2011-09-05 19:11:56"
942,942,"join","Barbara joined Dating Over Meal","2011-09-05 19:11:56","2011-09-05 19:11:56"
943,943,"join","Cheryl joined Dating Over Meal","2011-09-05 19:11:56","2011-09-05 19:11:56"
944,944,"join","Susan joined Dating Over Meal","2011-09-05 19:11:57","2011-09-05 19:11:57"
945,945,"join","Anna joined Dating Over Meal","2011-09-05 19:11:57","2011-09-05 19:11:57"
946,946,"join","Christopher joined Dating Over Meal","2011-09-05 19:11:57","2011-09-05 19:11:57"
947,947,"join","George joined Dating Over Meal","2011-09-05 19:11:57","2011-09-05 19:11:57"
948,948,"join","Adam joined Dating Over Meal","2011-09-05 19:11:57","2011-09-05 19:11:57"
949,949,"join","Laura joined Dating Over Meal","2011-09-05 19:11:57","2011-09-05 19:11:57"
950,950,"join","Mary joined Dating Over Meal","2011-09-05 19:11:57","2011-09-05 19:11:57"
951,951,"join","Terry joined Dating Over Meal","2011-09-05 19:11:57","2011-09-05 19:11:57"
952,952,"join","Victoria joined Dating Over Meal","2011-09-05 19:11:58","2011-09-05 19:11:58"
953,953,"join","Karen joined Dating Over Meal","2011-09-05 19:11:58","2011-09-05 19:11:58"
954,954,"join","Steven joined Dating Over Meal","2011-09-05 19:11:58","2011-09-05 19:11:58"
955,955,"join","Brian joined Dating Over Meal","2011-09-05 19:11:58","2011-09-05 19:11:58"
956,956,"join","Edwin joined Dating Over Meal","2011-09-05 19:11:58","2011-09-05 19:11:58"
957,957,"join","Linda joined Dating Over Meal","2011-09-05 19:11:58","2011-09-05 19:11:58"
958,958,"join","Kenneth joined Dating Over Meal","2011-09-05 19:11:58","2011-09-05 19:11:58"
959,959,"join","Terry joined Dating Over Meal","2011-09-05 19:11:58","2011-09-05 19:11:58"
960,960,"join","Simon joined Dating Over Meal","2011-09-05 19:11:58","2011-09-05 19:11:58"
961,961,"join","Donna joined Dating Over Meal","2011-09-05 19:11:59","2011-09-05 19:11:59"
962,962,"join","Wendy joined Dating Over Meal","2011-09-05 19:11:59","2011-09-05 19:11:59"
963,963,"join","Sandra joined Dating Over Meal","2011-09-05 19:11:59","2011-09-05 19:11:59"
964,964,"join","Robert joined Dating Over Meal","2011-09-05 19:11:59","2011-09-05 19:11:59"
965,965,"join","Paul joined Dating Over Meal","2011-09-05 19:11:59","2011-09-05 19:11:59"
966,966,"join","Felicity joined Dating Over Meal","2011-09-05 19:11:59","2011-09-05 19:11:59"
967,967,"join","Michelle joined Dating Over Meal","2011-09-05 19:11:59","2011-09-05 19:11:59"
968,968,"join","Eve joined Dating Over Meal","2011-09-05 19:11:59","2011-09-05 19:11:59"
969,969,"join","Alison joined Dating Over Meal","2011-09-05 19:12:00","2011-09-05 19:12:00"
970,970,"join","Anna joined Dating Over Meal","2011-09-05 19:12:00","2011-09-05 19:12:00"
971,971,"join","Terry joined Dating Over Meal","2011-09-05 19:12:00","2011-09-05 19:12:00"
972,972,"join","Jennifer joined Dating Over Meal","2011-09-05 19:12:00","2011-09-05 19:12:00"
973,973,"join","Sandra joined Dating Over Meal","2011-09-05 19:12:00","2011-09-05 19:12:00"
974,974,"join","Robert joined Dating Over Meal","2011-09-05 19:12:00","2011-09-05 19:12:00"
975,975,"join","Karen joined Dating Over Meal","2011-09-05 19:12:00","2011-09-05 19:12:00"
976,976,"join","Edwin joined Dating Over Meal","2011-09-05 19:12:00","2011-09-05 19:12:00"
977,977,"join","Brian joined Dating Over Meal","2011-09-05 19:12:00","2011-09-05 19:12:00"
978,978,"join","Dorothy joined Dating Over Meal","2011-09-05 19:12:01","2011-09-05 19:12:01"
979,979,"join","Susan joined Dating Over Meal","2011-09-05 19:12:01","2011-09-05 19:12:01"
980,980,"join","Michael joined Dating Over Meal","2011-09-05 19:12:01","2011-09-05 19:12:01"
981,981,"join","Patricia joined Dating Over Meal","2011-09-05 19:12:01","2011-09-05 19:12:01"
982,982,"join","Elizabeth joined Dating Over Meal","2011-09-05 19:12:01","2011-09-05 19:12:01"
983,983,"join","Marcus joined Dating Over Meal","2011-09-05 19:12:01","2011-09-05 19:12:01"
984,984,"join","George joined Dating Over Meal","2011-09-05 19:12:01","2011-09-05 19:12:01"
985,985,"join","Brian joined Dating Over Meal","2011-09-05 19:12:01","2011-09-05 19:12:01"
986,986,"join","Beryl joined Dating Over Meal","2011-09-05 19:12:02","2011-09-05 19:12:02"
987,987,"join","Patricia joined Dating Over Meal","2011-09-05 19:12:02","2011-09-05 19:12:02"
988,988,"join","Eve joined Dating Over Meal","2011-09-05 19:12:02","2011-09-05 19:12:02"
989,989,"join","Ursula joined Dating Over Meal","2011-09-05 19:12:02","2011-09-05 19:12:02"
990,990,"join","Patricia joined Dating Over Meal","2011-09-05 19:12:02","2011-09-05 19:12:02"
991,991,"join","Ursula joined Dating Over Meal","2011-09-05 19:12:02","2011-09-05 19:12:02"
992,992,"join","Christopher joined Dating Over Meal","2011-09-05 19:12:02","2011-09-05 19:12:02"
993,993,"join","Kenneth joined Dating Over Meal","2011-09-05 19:12:02","2011-09-05 19:12:02"
994,994,"join","Harold joined Dating Over Meal","2011-09-05 19:12:03","2011-09-05 19:12:03"
995,995,"join","Sharon joined Dating Over Meal","2011-09-05 19:12:03","2011-09-05 19:12:03"
996,996,"join","Donna joined Dating Over Meal","2011-09-05 19:12:03","2011-09-05 19:12:03"
997,997,"join","Deborah joined Dating Over Meal","2011-09-05 19:12:03","2011-09-05 19:12:03"
998,998,"join","Sarah joined Dating Over Meal","2011-09-05 19:12:03","2011-09-05 19:12:03"
999,999,"join","Margaret joined Dating Over Meal","2011-09-05 19:12:03","2011-09-05 19:12:03"
1000,1000,"join","Cheryl joined Dating Over Meal","2011-09-05 19:12:03","2011-09-05 19:12:03"
1001,1001,"join","Joseph joined Dating Over Meal","2011-09-05 19:12:03","2011-09-05 19:12:03"
1002,1002,"join","Victoria joined Dating Over Meal","2011-09-05 19:12:03","2011-09-05 19:12:03"
1003,1003,"join","Margaret joined Dating Over Meal","2011-09-05 19:12:04","2011-09-05 19:12:04"
1004,1004,"join","Charlotte joined Dating Over Meal","2011-09-05 19:12:04","2011-09-05 19:12:04"
1020,1020,"join","Tri joined Dating Over Meal","2011-09-17 18:12:44","2011-09-17 18:12:44"
